customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,tenure_group,monthly_charge_group,total_charge_group,tenure_years,new_customer,long_term_customer,avg_monthly_charges,revenue_per_year,has_streaming,has_internet,num_services,paperless_and_monthly,automatic_payments,total_charges_per_service,monthly_charges_per_service,loyal_high_spender
1936-CZAKF,Male,0,Yes,No,49,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),49.65,2409.9,No,49-72m,Medium ($40-$70),P50-75,4.083333333333333,0,1,49.18163265306123,590.1795918367347,Yes,Yes,4,No,Yes,481.98,9.93,No
9453-PATOS,Female,0,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,85.1,6155.4,No,49-72m,High ($70-$100),P90-100,6.0,0,1,85.49166666666666,1025.8999999999999,Yes,Yes,8,No,No,683.93,9.46,No
0564-JJHGS,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.5,829.1,Yes,0-12m,High ($70-$100),P25-50,0.75,1,0,92.12222222222222,1105.4666666666667,Yes,Yes,4,Yes,No,165.82,19.1,No
3348-CFRNX,Female,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.35,2602.9,Yes,25-48m,High ($70-$100),P50-75,2.3333333333333335,0,0,92.96071428571429,1115.5285714285715,Yes,Yes,5,No,No,433.82,15.39,No
4402-FTBXC,Male,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,89.8,4667.0,No,49-72m,High ($70-$100),P75-90,4.5,0,1,86.42592592592592,1037.111111111111,Yes,Yes,5,No,No,777.83,14.97,No
1428-GTBJJ,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,824.75,Yes,0-12m,High ($70-$100),P25-50,0.9166666666666666,1,0,74.97727272727273,899.7272727272727,No,Yes,3,Yes,No,206.19,18.64,No
2931-XIQBR,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,103.05,5153.5,No,49-72m,Very High (>$100),P75-90,4.166666666666667,0,1,103.07,1236.84,Yes,Yes,6,No,No,736.21,14.72,Yes
0106-UGRDO,Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,116.0,8182.85,No,49-72m,Very High (>$100),P90-100,5.75,0,1,118.59202898550726,1423.104347826087,Yes,Yes,8,No,No,909.21,12.89,Yes
5542-TBBWB,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,No,0-12m,Medium ($40-$70),P0-10,0.08333333333333333,1,0,69.9,838.8000000000001,No,Yes,2,Yes,No,23.3,23.3,No
1930-QPBVZ,Male,0,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),95.1,6683.4,No,49-72m,High ($70-$100),P90-100,5.666666666666667,0,1,98.28529411764706,1179.4235294117645,Yes,Yes,6,No,Yes,954.77,13.59,No
2606-PKWJB,Male,0,No,Yes,40,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,40.25,1564.05,No,25-48m,Medium ($40-$70),P50-75,3.3333333333333335,0,0,39.10125,469.215,No,Yes,4,No,No,312.81,8.05,No
5322-ZSMZY,Male,0,Yes,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,755.6,No,25-48m,Low(<40$),P25-50,2.5833333333333335,0,0,24.374193548387098,292.49032258064517,No,No,1,No,No,377.8,12.88,No
8059-UDZFY,Female,1,No,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,3465.05,No,25-48m,Very High (>$100),P50-75,2.75,0,0,105.00151515151515,1260.0181818181818,Yes,Yes,6,Yes,Yes,495.01,15.05,No
7740-BTPUX,Male,1,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.6,6292.7,No,49-72m,Very High (>$100),P90-100,4.583333333333333,0,1,114.41272727272727,1372.9527272727273,Yes,Yes,7,No,No,786.59,14.2,Yes
5220-AGAAX,Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.0,1664.3,No,49-72m,Low(<40$),P50-75,5.666666666666667,0,1,24.474999999999998,293.7,No,No,1,No,Yes,832.15,12.0,No
0208-BPQEJ,Female,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.4,198.1,No,0-12m,Low(<40$),P10-25,1.0,1,0,16.508333333333333,198.1,No,No,1,Yes,Yes,99.05,9.7,No
9435-JMLSX,Male,0,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.1,6045.9,No,49-72m,High ($70-$100),P90-100,5.916666666666667,0,1,85.15352112676055,1021.8422535211266,Yes,Yes,8,No,Yes,671.77,9.57,No
3352-ALMCK,Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.65,4108.15,No,25-48m,Very High (>$100),P75-90,3.3333333333333335,0,0,102.70374999999999,1232.445,Yes,Yes,6,No,No,586.88,14.66,No
5312-IRCFR,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,92.85,5980.75,No,49-72m,High ($70-$100),P90-100,5.333333333333333,0,1,93.44921875,1121.390625,Yes,Yes,5,No,No,996.79,15.48,No
5294-IMHHT,Male,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),97.75,5043.2,No,49-72m,High ($70-$100),P75-90,4.416666666666667,0,1,95.15471698113207,1141.8566037735848,Yes,Yes,5,No,Yes,840.53,16.29,No
8802-UNOJF,Male,1,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,83.8,1029.75,Yes,0-12m,High ($70-$100),P25-50,1.0,1,0,85.8125,1029.75,No,Yes,5,No,No,171.62,13.97,No
6313-GIDIT,Male,1,No,No,53,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.45,2854.55,Yes,49-72m,Medium ($40-$70),P50-75,4.416666666666667,0,1,53.859433962264156,646.3132075471698,Yes,Yes,5,Yes,No,475.76,9.08,No
6176-YJWAS,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),97.95,7114.25,No,49-72m,High ($70-$100),P90-100,6.0,0,1,98.80902777777777,1185.7083333333333,Yes,Yes,6,No,Yes,1016.32,13.99,No
5310-NOOVA,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.95,907.05,No,25-48m,Low(<40$),P25-50,3.8333333333333335,0,0,19.718478260869563,236.62173913043478,No,No,1,No,No,453.52,9.98,No
4526-EXKKN,Male,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.6,973.95,No,25-48m,Low(<40$),P25-50,3.3333333333333335,0,0,24.348750000000003,292.185,No,No,1,No,No,486.98,12.3,No
5311-IHLEI,Male,0,No,No,12,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.95,605.75,No,0-12m,Medium ($40-$70),P25-50,1.0,1,0,50.479166666666664,605.75,Yes,Yes,5,Yes,Yes,100.96,8.49,No
3987-KQDDU,Male,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.6,661.55,No,0-12m,High ($70-$100),P25-50,0.75,1,0,73.50555555555555,882.0666666666666,No,Yes,3,Yes,No,165.39,18.9,No
3404-JNXAX,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.75,4116.9,No,49-72m,High ($70-$100),P75-90,4.25,0,1,80.7235294117647,968.6823529411764,No,Yes,3,Yes,No,1029.22,20.19,No
5131-PONJI,Male,0,Yes,Yes,49,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.4,4494.65,No,49-72m,High ($70-$100),P75-90,4.083333333333333,0,1,91.72755102040816,1100.7306122448979,Yes,Yes,5,Yes,Yes,749.11,15.07,No
2845-AFFTX,Male,1,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4259.3,Yes,25-48m,High ($70-$100),P75-90,3.4166666666666665,0,0,103.88536585365854,1246.6243902439026,Yes,Yes,5,Yes,No,709.88,16.63,No
3489-VSFRD,Female,0,No,No,56,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.25,3282.75,No,49-72m,Medium ($40-$70),P50-75,4.666666666666667,0,1,58.620535714285715,703.4464285714286,No,Yes,5,No,Yes,547.12,10.04,No
3345-JHUEO,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.2,55.7,No,0-12m,Low(<40$),P0-10,0.3333333333333333,1,0,13.925,167.10000000000002,No,No,1,Yes,No,27.85,10.1,No
5815-HGGHV,Male,0,Yes,No,20,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,64.15,1274.45,No,13-24m,Medium ($40-$70),P25-50,1.6666666666666667,0,0,63.722500000000004,764.67,Yes,Yes,5,No,No,212.41,10.69,No
5260-UMPWX,Female,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.25,493.95,No,25-48m,Low(<40$),P25-50,2.1666666666666665,0,0,18.998076923076923,227.9769230769231,No,No,1,Yes,Yes,246.98,10.12,No
2249-YPRNG,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.85,2239.65,Yes,13-24m,Very High (>$100),P50-75,1.6666666666666667,0,0,111.9825,1343.79,Yes,Yes,6,Yes,Yes,319.95,15.12,No
7410-YTJIK,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.45,480.75,Yes,0-12m,High ($70-$100),P25-50,0.5833333333333334,1,0,68.67857142857143,824.1428571428571,No,Yes,2,No,No,160.25,25.15,No
4626-GYCZP,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,635.6,Yes,0-12m,High ($70-$100),P25-50,0.5833333333333334,1,0,90.8,1089.6,Yes,Yes,4,Yes,No,127.12,18.77,No
5649-RXQTV,Male,0,No,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.0,5038.15,No,49-72m,High ($70-$100),P75-90,4.25,0,1,98.78725490196078,1185.4470588235292,Yes,Yes,6,Yes,No,719.74,14.14,No
2674-MIAHT,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,80.3,324.2,No,0-12m,High ($70-$100),P10-25,0.3333333333333333,1,0,81.05,972.6,No,Yes,3,No,No,81.05,20.08,No
2576-HXMPA,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.55,19.55,No,0-12m,Low(<40$),P0-10,0.08333333333333333,1,0,19.55,234.60000000000002,No,No,1,Yes,Yes,9.78,9.78,No
7587-AOVVU,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,100.75,2793.55,No,25-48m,Very High (>$100),P50-75,2.25,0,0,103.46481481481482,1241.5777777777778,Yes,Yes,6,Yes,No,399.08,14.39,No
5590-BYNII,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.75,2095.0,Yes,13-24m,Very High (>$100),P50-75,1.8333333333333333,0,0,95.22727272727273,1142.7272727272727,Yes,Yes,5,Yes,No,349.17,16.79,No
6898-MDLZW,Male,0,No,No,12,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.75,648.65,No,0-12m,Medium ($40-$70),P25-50,1.0,1,0,54.05416666666667,648.65,No,Yes,4,No,No,129.73,10.75,No
3237-AJGEH,Female,0,Yes,Yes,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,31.0,95.05,Yes,0-12m,Low(<40$),P10-25,0.25,1,0,31.683333333333334,380.2,No,Yes,2,No,No,31.68,10.33,No
4707-YNOQA,Female,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.6,917.15,No,25-48m,Low(<40$),P25-50,2.8333333333333335,0,0,26.974999999999998,323.7,No,No,1,No,Yes,458.58,12.8,No
9357-UJRUN,Male,0,Yes,No,24,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,58.35,1346.9,No,13-24m,Medium ($40-$70),P25-50,2.0,0,0,56.12083333333334,673.45,No,Yes,4,No,No,269.38,11.67,No
1591-NFNLQ,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),80.0,4242.35,Yes,49-72m,High ($70-$100),P75-90,4.25,0,1,83.18333333333334,998.2,No,Yes,3,Yes,Yes,1060.59,20.0,No
8648-PFRMP,Female,1,No,No,14,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,46.35,672.7,No,13-24m,Medium ($40-$70),P25-50,1.1666666666666667,0,0,48.050000000000004,576.6,Yes,Yes,3,Yes,No,168.18,11.59,No
7663-CUXZB,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,113.75,6561.25,No,49-72m,Very High (>$100),P90-100,4.916666666666667,0,1,111.20762711864407,1334.4915254237287,Yes,Yes,8,No,No,729.03,12.64,Yes
0258-NOKBL,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.4,268.45,No,0-12m,High ($70-$100),P10-25,0.25,1,0,89.48333333333333,1073.8,Yes,Yes,5,Yes,No,44.74,15.07,No
1163-VIPRI,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,109.3,7337.55,No,49-72m,Very High (>$100),P90-100,5.416666666666667,0,1,112.88538461538462,1354.6246153846153,Yes,Yes,7,No,No,917.19,13.66,Yes
2815-CPTUL,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.25,331.9,Yes,0-12m,High ($70-$100),P10-25,0.4166666666666667,1,0,66.38,796.56,No,Yes,2,No,No,110.63,23.42,No
9348-ROUAI,Female,0,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.3,5194.05,No,49-72m,High ($70-$100),P75-90,4.916666666666667,0,1,88.03474576271186,1056.4169491525424,Yes,Yes,8,No,Yes,577.12,10.03,No
9443-JUBUO,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.25,4478.85,No,49-72m,Medium ($40-$70),P75-90,6.0,0,1,62.206250000000004,746.475,Yes,Yes,7,No,Yes,559.86,8.16,No
0596-BQCEQ,Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.15,6283.3,Yes,49-72m,Very High (>$100),P90-100,5.166666666666667,0,1,101.34354838709677,1216.1225806451612,Yes,Yes,6,Yes,No,897.61,14.31,Yes
1481-ZUWZA,Male,0,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.5,2659.4,Yes,25-48m,High ($70-$100),P50-75,2.3333333333333335,0,0,94.97857142857143,1139.742857142857,Yes,Yes,5,Yes,Yes,443.23,15.75,No
3043-TYBNO,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,60.65,196.9,No,0-12m,Medium ($40-$70),P10-25,0.25,1,0,65.63333333333334,787.6,Yes,Yes,4,No,No,39.38,12.13,No
4830-FAXFM,Male,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.1,439.2,No,13-24m,Low(<40$),P25-50,1.5833333333333333,0,0,23.11578947368421,277.38947368421054,No,No,1,Yes,Yes,219.6,12.05,No
5906-BFOZT,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,19.5,No,0-12m,Low(<40$),P0-10,0.08333333333333333,1,0,19.5,234.0,No,No,1,No,No,9.75,9.75,No
2960-NKRSO,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,85.95,2107.15,No,13-24m,High ($70-$100),P50-75,2.0,0,0,87.79791666666667,1053.575,No,Yes,5,Yes,No,351.19,14.32,No
8996-ZROXE,Male,1,No,No,57,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,53.5,3035.8,No,49-72m,Medium ($40-$70),P50-75,4.75,0,1,53.25964912280702,639.1157894736842,No,Yes,4,No,No,607.16,10.7,No
5598-IKHQQ,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.45,1866.45,No,49-72m,Low(<40$),P50-75,6.0,0,1,25.922916666666666,311.075,No,No,1,No,Yes,933.22,12.72,No
0397-ZXWQF,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,1430.95,No,49-72m,Low(<40$),P50-75,5.583333333333333,0,1,21.357462686567164,256.289552238806,No,No,1,No,Yes,715.48,10.25,No
5266-PFRQK,Male,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.85,1071.6,No,49-72m,Low(<40$),P25-50,4.333333333333333,0,1,20.607692307692307,247.2923076923077,No,No,1,No,Yes,535.8,10.42,No
4674-HGNUA,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,6457.15,No,49-72m,High ($70-$100),P90-100,5.916666666666667,0,1,90.94577464788732,1091.3492957746478,Yes,Yes,8,No,Yes,717.46,9.99,No
6765-MBQNU,Female,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.0,684.05,No,25-48m,Low(<40$),P25-50,2.1666666666666665,0,0,26.309615384615384,315.7153846153846,No,No,1,No,No,342.02,13.0,No
9786-IJYDL,Female,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,113.2,3914.05,No,25-48m,Very High (>$100),P75-90,2.9166666666666665,0,0,111.83,1341.96,Yes,Yes,8,No,No,434.89,12.58,No
1303-SRDOK,Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),69.05,3842.6,No,49-72m,Medium ($40-$70),P75-90,4.583333333333333,0,1,69.86545454545454,838.3854545454545,No,Yes,2,No,Yes,1280.87,23.02,No
3769-MHZNV,Female,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,670.35,No,25-48m,Low(<40$),P25-50,2.75,0,0,20.313636363636363,243.76363636363638,No,No,1,No,No,335.18,10.05,No
6295-OSINB,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.65,7880.25,No,49-72m,Very High (>$100),P90-100,6.0,0,1,109.44791666666667,1313.375,Yes,Yes,7,No,No,985.03,13.71,Yes
3308-MHOOC,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.2,19.2,No,0-12m,Low(<40$),P0-10,0.08333333333333333,1,0,19.2,230.4,No,No,1,No,No,9.6,9.6,No
2309-OSFEU,Male,0,No,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,33.9,298.45,Yes,0-12m,Low(<40$),P10-25,0.8333333333333334,1,0,29.845,358.14,Yes,Yes,2,No,No,99.48,11.3,No
2207-QPJED,Female,1,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,90.0,3371.75,No,25-48m,High ($70-$100),P50-75,3.0833333333333335,0,0,91.12837837837837,1093.5405405405404,Yes,Yes,5,Yes,No,561.96,15.0,No
4177-JPDFU,Male,0,No,No,12,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,34.0,442.45,No,0-12m,Low(<40$),P25-50,1.0,1,0,36.87083333333333,442.45,No,Yes,3,No,No,110.61,8.5,No
2239-CFOUJ,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,20.4,No,0-12m,Low(<40$),P0-10,0.08333333333333333,1,0,20.4,244.79999999999998,No,No,1,No,No,10.2,10.2,No
8046-DNVTL,Male,0,Yes,No,62,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),38.6,2345.55,No,49-72m,Low(<40$),P50-75,5.166666666666667,0,1,37.83145161290323,453.97741935483873,No,Yes,4,No,Yes,469.11,7.72,No
2209-XADXF,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.25,25.25,No,0-12m,Low(<40$),P0-10,0.08333333333333333,1,0,25.25,303.0,No,Yes,1,Yes,Yes,12.62,12.62,No
6620-JDYNW,Female,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,60.6,1156.35,No,13-24m,Medium ($40-$70),P25-50,1.5,0,0,64.24166666666666,770.9,No,Yes,4,No,No,231.27,12.12,No
1891-FZYSA,Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.95,6143.15,Yes,49-72m,High ($70-$100),P90-100,5.75,0,1,89.03115942028985,1068.3739130434783,Yes,Yes,4,Yes,No,1228.63,17.99,No
4770-UEZOX,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,144.8,No,0-12m,High ($70-$100),P10-25,0.16666666666666666,1,0,72.4,868.8000000000001,No,Yes,3,Yes,No,36.2,18.69,No
1038-RQOST,Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,414.95,No,13-24m,Low(<40$),P25-50,1.5833333333333333,0,0,21.839473684210525,262.0736842105263,No,No,1,No,No,207.48,10.3,No
7613-LLQFO,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.45,1059.55,Yes,0-12m,High ($70-$100),P25-50,1.0,1,0,88.29583333333333,1059.55,Yes,Yes,3,Yes,No,264.89,21.11,No
4568-TTZRT,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,181.8,No,0-12m,Low(<40$),P10-25,0.75,1,0,20.200000000000003,242.4,No,No,1,No,No,90.9,10.2,No
9513-DXHDA,Male,0,No,No,27,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,81.7,2212.55,No,25-48m,High ($70-$100),P50-75,2.25,0,0,81.9462962962963,983.3555555555556,Yes,Yes,7,No,No,276.57,10.21,No
2640-PMGFL,Male,0,No,Yes,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.5,2180.55,Yes,25-48m,High ($70-$100),P50-75,2.25,0,0,80.76111111111112,969.1333333333334,No,Yes,3,Yes,No,545.14,19.88,No
3801-HMYNL,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.15,89.15,Yes,0-12m,High ($70-$100),P10-25,0.08333333333333333,1,0,89.15,1069.8000000000002,Yes,Yes,4,No,No,17.83,17.83,No
0516-QREYC,Female,1,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3,459.95,No,13-24m,Low(<40$),P25-50,2.0,0,0,19.164583333333333,229.975,No,No,1,No,No,229.98,10.15,No
9685-WKZGT,Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1036.75,Yes,13-24m,High ($70-$100),P25-50,1.1666666666666667,0,0,74.05357142857143,888.6428571428571,No,Yes,2,Yes,No,345.58,24.98,No
6022-UGGSO,Female,1,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,2276.95,Yes,25-48m,High ($70-$100),P50-75,2.6666666666666665,0,0,71.1546875,853.8562499999999,No,Yes,3,Yes,No,569.24,18.6,No
8084-OIVBS,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,211.95,No,0-12m,Low(<40$),P10-25,0.9166666666666666,1,0,19.268181818181816,231.21818181818182,No,No,1,No,No,105.98,10.0,No
8896-BQTTI,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.0,25.0,No,0-12m,Low(<40$),P0-10,0.08333333333333333,1,0,25.0,300.0,No,No,1,No,No,12.5,12.5,No
3865-QBWSJ,Male,1,No,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,80.45,3162.65,No,25-48m,High ($70-$100),P50-75,3.1666666666666665,0,0,83.22763157894737,998.7315789473685,No,Yes,3,No,No,790.66,20.11,No
